"organization","category","description","url","states","view","download","transmit"
"Mercy Hospital St. Louis","hospital","","https://www.mercy.net/mymercy/use-mymercy-to-connect-with-your-health-online","MO","y","y",""
"Mercy Hospital Tishomingo","hospital","","https://www.mercy.net/mymercy/use-mymercy-to-connect-with-your-health-online","OK","y","y","y"
"Mercy Hospital Waldron","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.61146668.1682603896.1444662014","AR","y","y","y"
"Mercy Hospital Washington","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.69065878.647461489.1444659557","MO","y","y","y"
"Mercy Hospital Watonga","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.234458136.706228890.1444658122","OK","y","y","y"
"Mercy Iowa City","hospital","","http://www.mercyiowacity.org/patient-portal","IA","y","y",""
"Mercy Maude Norton Hospital","hospital","","https://www.mercy.net/practice/mercy-hospital-columbus","KS","y","y","y"
"Mercy Medical Center","hospital","","https://mdmercy.com/external-websites/mychart-mercy?sc_lang=en","WI","y","y","y"
"Mercy Medical Center-Cedar Rapids","hospital","","https://mychart.mercycare.org/mychart/","IA","y","y","y"
"Mercy Medical Center-Clinton","hospital","","http://www.mercyclinton.com/patients-visitors-12","IA","y","y",""
"Mercy Medical Center-Des Moines","hospital","","http://www.mercydesmoines.org/For-Patients/Patient-Portals","IA","y","","y"
"Mercy Medical Center Mount Shasta","hospital","","http://www.dignityhealth.org/mercy-mtshasta/patients-and-visitors/patients/online-patient-center","CA","y","y","y"
"Mercy Medical Center-North Iowa","hospital","","https://cernerhealth.com/oauth/re-authenticate?client_id=94ff8123e0c648aa862ccc5ceb44d12a&redirect_uri=https://mymercynorthiowa.mycarefile.org/login/cerner-health/authenticated&sign_in_only=on","IA","y","y",""
"Mercy Medical Center-Sioux City","hospital","","http://www.mercysiouxcity.com/","IA","y","y","y"
"Mercy Medical Center - West Lakes","hospital","","https://www.mercydesmoines.org/For-Patients/Patient-Portals","IA","y","","y"
"Mercy Memorial Hospital","hospital","","https://www.followmyhealth.com/","","y","y",""
"Mercy Memorial Hospital System","hospital","","https://my.promedica.org/dana-na/auth/url_default/welcome.cgi","MI","y","y","y"
"Mercy Regional Health Center","hospital","","https://mrhcportal.via-christi.org/","KS","y","y","y"
"Mercy Regional Medical Center","hospital","","https://www.mercydurango.org/","CO","y","y","y"
"Mercy St. Anne Hospital","hospital","","http://mercymychart.com/","OH","y","",""
"Mercy St. Charles Hospital","hospital","","http://www.mercymychart.com/","OH","y","",""
"Mercy St. Francis Hospital","hospital","","https://www.mymercy.net/webpresence/login?_ga=1.195390828.1768855056.1444663778","MO","y","y","y"
"Mercy St. Vincent Medical Center","hospital","","http://mercymychart.com/","OH","y","",""
"Mercy Tiffin Hospital","hospital","","http://www.mercyweb.org/record_request.aspx","OH","y","",""
"Mercy Willard Hospital","hospital","","http://www.mercyweb.org/record_request.aspx","OH","y","",""
"Meridian Medical Assoc.","provider","","https://www.followmyhealth.com/","","y","y",""
"Meritus Health","provider","","https://www.followmyhealth.com/","","y","y",""
"Meritus Medical Center","hospital","","http://www.meritushealth.com/","MD","y","y","y"
"Meritus Medical Group","provider","","https://www.followmyhealth.com/","","y","y",""
"Methodist Ambulatory Surgery Hospital - Northwest","hospital","","http://sahealth.com/patient-portal/index.dot","TX","y","y",""
"Methodist Charlton Medical Center","hospital","","http://www.methodisthealthsystem.org/charlton","TX","y","y","y"
"Methodist Dallas Medical Center","hospital","","http://www.methodisthealthsystem.org/dallas","TX","y","y","y"
"Methodist Hospital","hospital","","http://iuhealth.org/patients/my-iu-health/health-services/","TX","y","y",""
"Methodist Hospital of Sacramento","hospital","","http://www.dignityhealth.org/medical-groups/patient-resources/patient-center","CA","y","",""
"Methodist Hospital of Southern California","hospital","","https://www.followmyhealth.com/","","y","y",""
"Methodist Hospital Union County","hospital","","http://www.methodisthospitaluc.net/getpage.php?name=patient-portal&sub=MyHealth","KY","y","y",""
"Methodist Hospitals","hospital","","https://mychart.methodisthospitals.org/mychart/","IN","y","y","y"
"Methodist Jennie Edmundson Hospital","hospital","","https://cernerhealth.com/oauth/re-authenticate?client_id=628d101a400f4f51be5db30a15ae6a65&redirect_uri=https://mybestcare.iqhealth.com/login/cerner-health/authenticated&sign_in_only=on","IA","y","y","y"
"Methodist Mansfield Medical Center","hospital","","http://www.methodisthealthsystem.org/mansfield","TX","y","y","y"
"Methodist Medical Center of Oak Ridge","hospital","","http://www.mmcoakridge.com/healthrecords","TN","","",""
"Methodist Richardson Medical Center","hospital","","http://www.methodisthealthsystem.org/myhealth","TX","y","y","y"
"Methodist Stone Oak Hospital","hospital","","http://sahealth.com/location/methodist-stone-oak-hospital","TX","y","y",""
"Metro Center for Health","provider","","https://www.followmyhealth.com/","","y","y",""
"Metro Health Hospital","hospital","","https://mychart.metrohealth.net/MyChart/","MI","y","y","y"
"MetroHealth Medical Center","hospital","","http://www.metrohealth.org/for-patients-and-visitors","OH","y","y","y"
"Metrolina Nephrology Associates, PA","provider","","https://www.followmyhealth.com/","","y","y",""
"Metropolitan Hospital Center","hospital","","http://www.metrohealth.org/","NY","y","y",""
"MetroSouth Medical Center","hospital","","http://www.metrosouthmedicalcenter.com/metrosouth/myhealthhomepatientportal.aspx","IL","y","y","y"
"Miami Children's Hospital","hospital","","https://cernerhealth.com/oauth/re-authenticate?client_id=e29e74392bb34ab5a60219e30a6f07e8&redirect_uri=https://mykids.iqhealth.com/login/cerner-health/authenticated&sign_in_only=on","FL","y","y","y"
"Miami Valley Hospital","hospital","","https://www.miamivalleyhospital.org/Patient-and-Visitor-Information/","OH","y","y",""
"Michael Barnett MD","provider","","https://www.followmyhealth.com/","","y","y",""
"Michigan Gastroenterology Institute","provider","","https://www.followmyhealth.com/","","y","y",""
"Michigan Lung &amp; Critical Care Specialists","provider","","https://www.followmyhealth.com/","","y","y",""
"Michigan Neurosurgical Institute","provider","","https://www.followmyhealth.com/","","y","y",""
"Mid-America Rheumatology Consultants","provider","","https://www.followmyhealth.com/","","y","y",""
"Mid Carolina Internal Medicine","provider","","https://www.followmyhealth.com/","","y","y",""
"Mid Coast Hospital","hospital","","http://www.midcoasthealth.com/online-medical-records/","ME","","","y"
"Mid Michigan Dermatology","provider","","https://www.followmyhealth.com/","","y","y",""
"Mid Michigan Ear Nose Throat","provider","","https://www.followmyhealth.com/","","y","y",""
"Mid Ohio Valley Medical Group","provider","","https://www.followmyhealth.com/","","y","y",""
"Mid Valley Gastroenterology","provider","","https://www.followmyhealth.com/","","y","y",""
"Middle Georgia ENT","provider","","https://www.followmyhealth.com/","","y","y",""
"Middlesboro ARH Hospital","hospital","","http://www.arh.org/patients_visitors/patient_satisfaction.aspx","KY","","",""
"Middlesex Hospital","hospital","","http://middlesexhospital.org/patients-and-visitors/request-medical-records","CT","y","y","y"
"Midland County Health Dept","provider","","https://www.followmyhealth.com/","","y","y",""
"Midland Family Physicians","provider","","https://www.followmyhealth.com/","","y","y",""
"Midlands Family Medicine","provider","","https://www.followmyhealth.com/","","y","y",""
"MidMichigan Health (Clare)","provider","","https://www.followmyhealth.com/","","y","y",""
"MidMichigan Health (Gladwin)","provider","","https://www.followmyhealth.com/","","y","y",""
"MidMichigan Health (Gratiot)","provider","","https://www.followmyhealth.com/","","y","y",""
"MidMichigan Health (Office)","provider","","https://www.followmyhealth.com/","","y","y",""
"MidMichigan Medical Center-Clare","hospital","","https://midmichigan.followmyhealth.com/Login/Home/Index?authproviders=0&returnArea=PatientAccess#/Index","MI","y","y","y"
"MidMichigan Medical Center-Gladwin","hospital","","https://www.midmichigan.org/about/our-affiliates/Hospitals/MedicalCenterGladwin/","MI","y","y","y"
"MidMichigan Medical Center-Gratiot","hospital","","https://www.midmichigan.org/patients-visitors/patient-information/medical-records/","MI","y","y","y"
"MidMichigan Medical Center-Midland","hospital","","https://www.midmichigan.org/patients-visitors/","MI","y","y","y"
"Midwest ENT Centre","provider","","https://www.followmyhealth.com/","","y","y",""
"Midwest Medical Specialists","provider","","https://www.followmyhealth.com/","","y","y",""
"Midwest Surgical Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Milan General Hospital","hospital","","http://www.wth.net/body-id=122.cfm.html","TN","y","y","y"
"Milford Hospital","hospital","","http://www.milfordhospital.org/","CT","y","y","y"
"Milford Medical Associates","provider","","https://www.followmyhealth.com/","","y","y",""
"Milford Regional Medical Center","hospital","","https://patientportal.milreg.org/PTAccess/","MA","y","y","y"
"Mille Lacs Health System","hospital","","https://mlhealth.myezyaccess.com/Patient/Main.aspx","MN","y","y",""
"Millennium Internal Medicine","provider","","https://www.followmyhealth.com/","","y","y",""
"Millinocket Regional Hospital","hospital","","https://www.mymedicalencounters.com/","ME","y","y",""
"Mills-Peninsula Health Services","hospital","","http://www.mills-peninsula.org/patients/","CA","y","y","y"
"Milltown Family Physicians","provider","","https://www.followmyhealth.com/","","y","y",""
"Mineral Area Regional Medical Center","hospital","","http://www.parklandhealthcenter.org/About-Us/Whats-New/Mineral-Area-Regional-Medical-Center-to-Now-Operate-as-Parkland-Health-Center","MO","","",""
"Ministry Door County Medical Center","hospital","","http://mydoorcountyhealth.org/","WI","y","y","y"
"Ministry Eagle River Memorial Hospital","hospital","","https://login.cattailsservices.com/Account/SignIn?ReturnUrl=%252fissue%252fwsfed%253fwa%253dwsignin1.0%2526wtrealm%253dhttp%25253a%25252f%25252fadfs.cattailsservices.com%25252fadfs%25252fservices%25252ftrust%2526wctx%253d80f49d29-f593-4e39-9beb-be8227734410%2526wct%253d2015-10-12T14%25253a43%25253a25Z%2526whr%253dhttp%25253a%25252f%25252fidentityserver.cattails.com%25252ftrust%25252finitial%2526service%253dmhc","WI","y","",""
"Ministry Good Samaritan Health Center","hospital","","https://login.cattailsservices.com/Account/SignIn?ReturnUrl=%252fissue%252fwsfed%253fwa%253dwsignin1.0%2526wtrealm%253dhttp%25253a%25252f%25252fadfs.cattailsservices.com%25252fadfs%25252fservices%25252ftrust%2526wctx%253dc6d2f8dd-6ed1-4015-9b82-f257b041366e%2526wct%253d2015-10-12T15%25253a15%25253a40Z%2526whr%253dhttp%25253a%25252f%25252fidentityserver.cattails.com%25252ftrust%25252finitial%2526service%253dmhc","WI","y","",""
"Ministry Saint Clare's Hospital","hospital","","https://login.cattailsservices.com/Account/SignIn?ReturnUrl=%252fissue%252fwsfed%253fwa%253dwsignin1.0%2526wtrealm%253dhttp%25253a%25252f%25252fadfs.cattailsservices.com%25252fadfs%25252fservices%25252ftrust%2526wctx%253d7d818622-ff8e-447d-aa74-30b16ebf564d%2526wct%253d2015-10-12T15%25253a03%25253a20Z%2526whr%253dhttp%25253a%25252f%25252fidentityserver.cattails.com%25252ftrust%25252finitial%2526service%253dmhc","WI","y","",""
"Ministry Saint Mary's Hospitals","hospital","","https://login.cattailsservices.com/Account/SignIn?ReturnUrl=%252fissue%252fwsfed%253fwa%253dwsignin1.0%2526wtrealm%253dhttp%25253a%25252f%25252fadfs.cattailsservices.com%25252fadfs%25252fservices%25252ftrust%2526wctx%253dcd09130f-889e-4260-9e5a-3e5dfa127add%2526wct%253d2015-10-12T15%25253a04%25253a18Z%2526whr%253dhttp%25253a%25252f%25252fidentityserver.cattails.com%25252ftrust%25252finitial%2526service%253dmhc","WI","y","",""
"Minneola District Hospital","hospital","","https://www.minneolahealth.com/?q=PatientPortal","KS","y","y",""
"Minnie Hamilton HealthCare Center","hospital","","http://www.mhhcc.com/mybill.html","WV","y","y","y"
"Miriam Hospital","hospital","","http://www.lifespan.org/MyLifespan/","RI","","",""
"Mission Community Hospital","hospital","","http://www.mchonline.org/","CA","y","y","y"
"Mission Hospital","hospital","","http://www.mission-health.org/connect-concierge.php","NC","y","y","y"
"Mission Regional Medical Center","hospital","","http://missionrmc.org/patients-visitors/mymission-health-portal/","TX","y","y","y"
"Missouri Baptist Medical Center","hospital","","http://www.missouribaptist.org/PatientsVisitors/RequestMedicalRecords.aspx","MO","y","y","y"
"Missouri Baptist Sullivan Hospital","hospital","","https://mybjc.org/patient/welcome.htm","MO","y","",""
"Missouri Delta Medical Center","hospital","","http://www.missouridelta.com/","MO","","",""
"Mitchell County Hospital","hospital","","http://www.mitchellcountyhospital.com/pages/Medical_Records","TX","y","y","y"
"Mitchell County Hospital Health Systems","hospital","","https://portal.mchks.com/Phm-PhmPage.HomePage.WR.mthr?hcis=MBXWEB.LIVEF&application=PHM&sub=Patient%2FVisitor+Info","KS","y","y","y"
"Mitchell County Regional Health Center","hospital","","http://www.mcrhc.com/for-patients-546","IA","y","y","y"
"Mizell Memorial Hospital","hospital","","https://www.mymedicalencounters.com/","AL","y","y","y"
"Moab Regional Hospital","hospital","","https://secure.epayhealthcare.com/epayb/selfserve/ebilllogin.aspx?client=AMH_PROD&","UT","y","y","y"
"Moberly Regional Medical Center","hospital","","http://www.moberlyregionalmedicalcenter.com/moberly-regional-medical-center/myhealthhomepatientportalportal.aspx","MO","","",""
"Mobile Infirmary Medical Center","hospital","","https://www.myihchart.org/","AL","y","y",""
"Mobridge Regional Hospital","hospital","","https://mobridgehospital.iqhealth.com/","SD","y","y",""
"Moffitt Cancer Center","provider","Moffitt Cancer Center in Tampa, Florida, has made a lasting commitment to the prevention and cure of cancer, working tirelessly in the areas of patient care, research and education to advance one step further in fighting this disease.","https://login.moffitt.org/cleartrust/ct_logon_en.html","FL","y","",""
"Molokai General Hospital","hospital","","http://www.molokaigeneralhospital.org/services/records/","HI","y","",""
"Monmouth Medical Center, Long Branch Campus","hospital","","http://www.barnabashealth.org/For-Patients/Patient-Portal.aspx","NJ","y","y",""
"Monmouth Medical Center, Southern Campus","hospital","","http://www.barnabashealth.org/Monmouth-Medical-Center-Southern-Campus/For-Patients.aspx","NJ","y","y","y"
"Monmouth Ocean Pulmonary","provider","","https://www.followmyhealth.com/","","y","y",""
